id,name,description,chebi_name,chebi_id,created_at,updated_at,creator_id,updater_id,chebi_definition
1094,melaninogenic,"An agent that stimulates production of melanin, which determines skin and hair color and is naturally  present in the skin to varying degrees.
",,,2012-04-10 10:05:31 UTC,2015-11-11 02:32:15 UTC,,,
1095,melatoninogenic,"An agent that stimulates production of melatonin, a hormone that anticipates the daily onset of darkness.
",,,2012-04-10 10:05:31 UTC,2015-11-11 02:32:15 UTC,,,
1096,membranolytic,"An agent that disrupts a biological membrane.
",,,2012-04-10 10:05:31 UTC,2015-11-11 02:32:12 UTC,,,
1097,memorigenic,,,,2012-04-10 10:05:31 UTC,2012-04-10 10:05:31 UTC,,,
1098,memory enhancer,,pharmaceutical,52217,2012-04-10 10:05:31 UTC,2015-10-27 17:53:12 UTC,,,Any substance introduced into a living organism with therapeutic or diagnostic purpose.
1099,memranolytic,,,,2012-04-10 10:05:31 UTC,2012-04-10 10:05:31 UTC,,,
1100,metal chelator,,chelator,38161,2012-04-10 10:05:31 UTC,2015-10-27 17:53:12 UTC,,,"A ligand with two or more separate binding sites that can bind to a single metallic central atom, forming a chelate."
1101,metalloproteinase inhibitor,,matrix metalloproteinase inhibitor,50664,2012-04-10 10:05:31 UTC,2012-04-10 10:05:31 UTC,,,
1102,metastatic,"Having to do with metastasis, which is the spread of cancer from the primary site (place where it started) to other places in the body.
",,,2012-04-10 10:05:31 UTC,2015-11-11 02:32:18 UTC,,,
1103,methyl-guanidine inhibitor,,inhibitor,35222,2012-04-10 10:05:31 UTC,2015-10-27 17:53:13 UTC,,,A substance that diminishes the rate of a chemical reaction.
1104,microvasculokinetic,"Pertaining to motion of the microvasculature, the portion of the vasculature of the body consisting of the smaller vessels.
",,,2012-04-10 10:05:31 UTC,2015-11-11 02:32:18 UTC,,,
1105,mineral-corticoid,"A corticosteroid hormone, which is synthesized by the adrenal cortex. Aldosterone, the main mineralocorticoid, is necessary for regulation of salt and water in the body. It increases sodium re-absorption by an action on the distal tubules of the kidney.
",,,2012-04-10 10:05:31 UTC,2015-11-11 02:32:10 UTC,,,
1106,miotic,,miotic,51068,2012-04-10 10:05:31 UTC,2015-10-29 22:45:53 UTC,,,"Aa agent causing contraction of the pupil of the eye. Because the size of the pupil is under the antagonistic control of the sympathetic and parasympathetic systems, drugs affecting either system can cause miosis. Drugs that mimic or potentiate the parasympathetic input to the circular constrictor muscle and drugs that inhibit sympathetic input to the radial dilator muscle tend to contract the pupils."
1107,mitogen,,mitogen,52290,2012-04-10 10:05:32 UTC,2015-10-29 22:45:54 UTC,,,"A chemical substance that encourages a cell to commence cell division, triggering mitosis."
1108,mitogenic,"A substance, usually some form of a protein, that encourages a cell to commence cell division, triggering mitosis.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:11 UTC,,,
1109,mitotic,"Pertaining to mitosis, a process of nuclear division in eukaryotic cells that occurs when a parent cell divides to produce two identical daughter cells.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:18 UTC,,,
1110,matrix-metalloproteinase-2 inhibitor,,matrix metalloproteinase inhibitor,50664,2012-04-10 10:05:32 UTC,2012-04-10 10:05:32 UTC,,,
1111,matrix-metalloproteinase-7 inhibitor,,matrix metalloproteinase inhibitor,50664,2012-04-10 10:05:32 UTC,2012-04-10 10:05:32 UTC,,,
1112,matrix-metalloproteinase-9 inhibitor,,matrix metalloproteinase inhibitor,50664,2012-04-10 10:05:32 UTC,2012-04-10 10:05:32 UTC,,,
1113,molluscicide,,molluscicide,33904,2012-04-10 10:05:32 UTC,2015-10-29 22:45:56 UTC,,,A substance used to destroy pests of the phylum Mollusca.
1114,monoamine precursor,"An aromatic amino acid (like phenylalanine, tyrosine, tryptophan), from which a monoamine is derived. Monoamines are neurotransmitters like serotonin, norepinephrine, and dopamine.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:18 UTC,,,
1115,monoaminergic,"An agent which functions to directly modulate the serotonin, dopamine, norepinephrine/epinephrine, and/or melatonin neurotransmitter systems in the body or brain.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:16 UTC,,,
1116,mosquitocide,,insecticide,24852,2012-04-10 10:05:32 UTC,2015-10-27 17:53:15 UTC,,,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
1117,mosquitofuge,,insecticide,24852,2012-04-10 10:05:32 UTC,2015-10-27 17:53:16 UTC,,,"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
1118,motor depressant,"An agent, or drug, that reduces the normal functioning level of motor neurons, mainly in voluntary muscles.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:17 UTC,,,
1119,motor stimulant,"An agent, or drug, that increases the normal functioning level of motor neurons.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:16 UTC,,,
1120,mucogenic,"An agent that promotes formation of mucus.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:14 UTC,,,
1121,mucokinetic,"An agent that aids in the clearance of mucus from the airways, lungs, bronchi, and trachea.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:11 UTC,,,
1122,mucolytic,,mucolytic,77034,2012-04-10 10:05:32 UTC,2015-10-29 22:46:16 UTC,,,"A compound that alters the structure of mucus so as to decrease its viscosity and thereby facilitate its removal by ciliary action and expectoration. Compare with antitussives, which suppress the cough reflex, and expectorants, which are considered to increase the volume of secretions in the respiratory tract, so facilitating their removal by ciliary action and coughing."
1123,mucotropic,"An agent, inhaled, that augments the volume output of respiratory tract fuild.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:16 UTC,,,
1124,musculotropic,"An agent that acts on muscle tissue, particularly with a stimulating effect.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:11 UTC,,,
1125,mutagenic,"An agent, such as a chemical, ultraviolet light, or a radioactive element, that has the ability to induce or increase the frequency of mutation in an organism.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:17 UTC,,,
1126,mycobactericide,"An agent that kills bacteria of the genus Mycobacteria.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:13 UTC,,,
1127,mycoplasmicide,"An agent that kills bacteria of the genus Mycoplasma.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:13 UTC,,,
1128,mycoplasmistat,"An agent that inhibits growth of bacteria of the Mycoplasma genus.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:12 UTC,,,
1129,mydriatic,,mydriatic agent,50513,2012-04-10 10:05:32 UTC,2015-10-29 22:46:20 UTC,,,Agent that dilates the pupil. Used in eye diseases and to facilitate eye examination. It may be either a sympathomimetic or parasympatholytic. The latter cause cycloplegia or paralysis of accommodation at high doses and may precipitate glaucoma.
1130,myocardiotonic,,cardiovascular drug,38070,2012-04-10 10:05:32 UTC,2015-10-27 17:53:17 UTC,,,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
1131,myocontractant,"An agent that stimulates contractions of smooth muscle.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:15 UTC,,,
1132,myopic,"Pertaining to, or having, nearsightedness (myopia).
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:19 UTC,,,
1133,myoprotective,"An agent that acts to alleviate or prevent certain condition affecting smooth muscle.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:11 UTC,,,
1134,myorelaxant,"An agent, or drug, that reduces muscle contractility by blocking the transmission of nerve impulses or by decreasing the excitability of the motor end plate or by other actions
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:17 UTC,,,
1135,myostimulant,"An agent that stimulates an increase of the rhythm and the amplitude of smooth muscle movement.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:15 UTC,,,
1136,myotonic,"Pertaining to, or having, delayed relaxation (prolonged contraction) of the skeletal muscles after voluntary contraction or electrical stimulation (myotonia).
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:19 UTC,,,
1137,NADPH-oxidase inhibitor,,NADPH oxidase inhibitor,50423,2012-04-10 10:05:32 UTC,2015-10-27 17:53:17 UTC,,,"An EC 1.6.3.* (oxidoreductase acting on NADH or NADPH with oxygen as acceptor) inhibitor that interferes with the action of NAD(P)H oxidase (H2O2-forming), EC 1.6.3.1."
1138,NADH-ubiquinone-oxidoreductase inhibitor,,NAD(P)H:quinone oxidoreductase inhibitor,50390,2012-04-10 10:05:32 UTC,2015-10-27 17:53:18 UTC,,,"An EC 1.6.5.* (oxidoreductase acting on NADH or NADPH with a quinone or similar as acceptor) inhibitor that interferes with the action of NAD(P)H dehydrogenase (quinone), EC 1.6.5.2."
1139,narcotic,,opioid analgesic,35482,2012-04-10 10:05:32 UTC,2015-10-29 22:46:23 UTC,,,"A narcotic or opioid substance, synthetic or semisynthetic agent producing profound analgesia, drowsiness, and changes in mood."
1140,natriuretic,"Pertaining to the process of excretion of sodium in the urine via action of the kidneys.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:18 UTC,,,
1141,nematicide,,nematicide,25491,2012-04-10 10:05:32 UTC,2015-10-29 22:46:24 UTC,,,A substance used to destroy pests of the phylum Nematoda (roundworms).
1142,nematiovistat,,,,2012-04-10 10:05:32 UTC,2012-04-10 10:05:32 UTC,,,
1143,nematistat,"An effect which have been observed when nematodes are exposed to low concentrations of organophosphates and carbamates. These products do not always kill nematodes, but at times appear to disorient, paralyze, or confuse nematodes and so prevent infestation of roots.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:18 UTC,,,
1144,nemativoistat,,,,2012-04-10 10:05:32 UTC,2012-04-10 10:05:32 UTC,,,
1145,neoplastic,"An agent, or effect, that results in abnormal growth of tissue.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:17 UTC,,,
1146,neutral-endopeptidase inhibitor,,metalloendopeptidase inhibitor,59107,2012-04-10 10:05:32 UTC,2015-10-27 17:53:18 UTC,,,Any EC 3.4.* (hydrolases acting on peptide bond) inhibitor that interferes with the activity of a metalloendopeptidase (EC 3.4.24.*).
1147,nephroprotective,,nephroprotective agent,76595,2012-04-10 10:05:32 UTC,2015-10-29 22:46:27 UTC,,,Any protective agent that is able to prevent damage to the kidney.
1148,nephrotoxic,,nephrotoxic agent,50909,2012-04-10 10:05:32 UTC,2015-10-27 17:53:19 UTC,,,A role played by a chemical compound exihibiting itself through the ability to induce damage to the kidney in animals.
1149,neurodepressant,"An agent that reduces neural signal transmisission.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:14 UTC,,,
1150,neuroexcitant,"An agent that increases neural signal transmisission.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:12 UTC,,,
1151,neurogenic,"Something caused by, controlled by, or arising in the nervous system.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:19 UTC,,,
1152,neuro inhibitor,,inhibitor,35222,2012-04-10 10:05:32 UTC,2015-10-27 17:53:19 UTC,,,A substance that diminishes the rate of a chemical reaction.
1153,neuroleptic,"An agent, or drug, that reduces nervous tension by depressing nerve functions.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:17 UTC,,,
1154,neurolytic,"Pertaining to, or causing, disintegration of nerve tissue.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:18 UTC,,,
1155,neuromyostimulant,"An agent that increases activity of smooth muscle nerves.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:12 UTC,,,
1156,neuroparalytic,"Something relating to, causing, or characterized by paralysis or loss of sensation due to a lesion in a nerve.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:19 UTC,,,
1157,neuropathogenic,"An agent capable of causing disease of nervous tissue.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:11 UTC,,,
1158,neuroprotective,,neuroprotective agent,63726,2012-04-10 10:05:32 UTC,2015-10-29 22:46:30 UTC,,,Any compound that can be used for the treatment of neurodegenerative disorders.
1159,neurostimulant,"An agent that quickens the functional activity of neurons.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:14 UTC,,,
1160,neurotoxic,,neurotoxic agent,50910,2012-04-10 10:05:32 UTC,2015-10-27 17:53:20 UTC,,,A poison that interferes with the functions of the nervous system.
1161,neurotransmitter,,neurotransmitter,25512,2012-04-10 10:05:32 UTC,2015-10-27 17:53:20 UTC,,,An endogenous compound that is used to transmit information across the synapse between a neuron and another cell.
1162,neurotropic,"An agent, such as a virus, toxin, or chemical, that attacks or affects the nervous system preferentially.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:17 UTC,,,
1163,NF-kappa-B inducer,"An agent that stimulates the activity of NF-kappa-B, a protein complex that controls transcription of DNA, cytokine production and cell survival.
",,,2012-04-10 10:05:32 UTC,2015-11-11 02:32:15 UTC,,,
1164,NF-kappa-B inhibitor,,inhibitor,35222,2012-04-10 10:05:32 UTC,2015-10-27 17:53:21 UTC,,,A substance that diminishes the rate of a chemical reaction.
1165,nicotinic,,cholinergic drug,38323,2012-04-10 10:05:32 UTC,2015-10-27 17:53:22 UTC,,,"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
1166,nitric-oxide-genic,"Pertaining to increased levels if nitric oxide in the blood, which acts as a vasodilator.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:18 UTC,,,
1167,nitric-oxide inhibitor,,inhibitor,35222,2012-04-10 10:05:33 UTC,2015-10-27 17:53:22 UTC,,,A substance that diminishes the rate of a chemical reaction.
1168,nitric-oxide scavenger,"An agent that retains nitric oxide. An example is nitric oxide scavenging by red blood cells.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:15 UTC,,,
1169,nitric-oxide-synthase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:33 UTC,2015-10-27 17:53:23 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
1170,nociceptive,"Somehting induced by, or responding to a nociceptive stimulus, a harmful stimuli in the nervous system.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:19 UTC,,,
1171,nodulation signal,"Aignaling molecules produced by bacteria known as rhizobia during the initiation of nodules on the root of legumes. A symbiosis is formed when legumes take up the bacteria.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:11 UTC,,,
1172,occuloirritant,"An agent that causes irritation of the eye.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:12 UTC,,,
1173,odontolytic,"An agne that promotes resorption of dental tissue.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:17 UTC,,,
1174,ophthalmic antialkali,"An agent that relieves effects of an alkaline burn of the eye. 
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:14 UTC,,,
1175,ornithine-decarboxylase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:33 UTC,2015-10-27 17:53:23 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
1176,osmoregulator,"An organism that can regulate or keep the solutes or salts of its body fluid at a higher or lower concentration than the concentration of solutes in the external medium, although this regulation may be limited at extremely high or extremely low external solute concentrations.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:18 UTC,,,
1177,osteoblastogenic,"An agent that stimulates production of osteoblasts.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:15 UTC,,,
1178,osteogenic,"Something derived from or composed of any tissue concerned in bone growth or repair.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:19 UTC,,,
1179,osteolytic,"Pertaining to the dissolution of bone, especially the loss of calcium from bone.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:18 UTC,,,
1180,ovicide,"An agent that kills eggs, especially an insecticide effective against the egg stage.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:13 UTC,,,
1181,oviposition stimulant,"An agent that stimulates the laying of eggs, especially by the ovipositor, a tubular structure, usually concealed but sometimes extending outside the abdomen, with which many female insects deposit eggs.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:16 UTC,,,
1182,ovulant,"An agent that stimulates ovulation, the release of an ovum from an ovary.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:15 UTC,,,
1183,oxidant,,oxidising agent,63248,2012-04-10 10:05:33 UTC,2015-10-29 22:47:01 UTC,,,A substance that removes electrons from another reactant in a redox reaction.
1184,oxidase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:33 UTC,2015-10-27 17:53:24 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
1185,oxytocic,,oxytocic,36063,2012-04-10 10:05:33 UTC,2015-10-29 22:47:01 UTC,,,"A drug that stimulates contraction of the myometrium. Oxytocics are used to induce labour, obstetric at term, to prevent or control postpartum or postabortion haemorrhage, and to assess foetal status in high risk pregnancies. They may also be used alone or with other drugs to induce abortions (abortifacients)."
1186,oxyuricide,"A substance that destroys pinworms.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:10 UTC,,,
1187,ozone scavenger,"An agent that retains ozone from a gas stream .
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:15 UTC,,,
1188,cytochrome-P21 inducer,,,,2012-04-10 10:05:33 UTC,2012-04-10 10:05:33 UTC,,,
1189,cytochrome-P450-1A inducer,"An agent that stimulates the activity of cytochrome-P450-1A, a cytochrome-P450 enzyme involved in phase I xenobiotic and drug metabolism, as well as metabolic activation of aromatic hydrocarbons.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:15 UTC,,,
1190,cytochrome-P450-2B inducer,"An agent that stimulates the activity of cytochrome-P450-2B a cytochrome-P450 that catalyzes many reactions involved in drug metabolism (such as the anti-cancer drugs cyclophosphamide and ifosphamide) and synthesis of cholesterol, steroids and other lipids.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:15 UTC,,,
1191,cytochrome-P450-2B1 inhibitor,,P450 inhibitor,50183,2012-04-10 10:05:33 UTC,2015-10-27 17:53:24 UTC,,,An enzyme inhibitor that interferes with the activity of cytochrome P450 involved in catalysis of organic substances.
1192,platelet aggregation factor inhibitor,,platelet aggregation inhibitor,50427,2012-04-10 10:05:33 UTC,2015-10-27 17:53:25 UTC,,,"A drug or agent which antagonizes or impairs any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system."
1193,pancreatogenic,"Somehting of pancreatic origin, or formed in the pancreas.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:19 UTC,,,
1194,pancreatoxic,,aetiopathogenetic role,52209,2012-04-10 10:05:33 UTC,2015-10-27 17:53:25 UTC,,,A role played by the molecular entity or part thereof which causes the development of a pathological process.
1195,papain inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:33 UTC,2015-10-27 17:53:26 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
1196,paralytic,"Related to, or having, paralysis, which is loss or impairment of the ability to move a body part, usually as a result of damage to its nerve supply.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:19 UTC,,,
1197,paramecicide,"An agent that kills unicellular ciliated protozoans of the genus Paramecium.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:13 UTC,,,
1198,parasiticide,"A substance used in medicine and veterinary medicine to kill parasites (especially those other than bacteria or fungi).
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:10 UTC,,,
1199,parasympathicomimetic,,,,2012-04-10 10:05:33 UTC,2012-04-10 10:05:33 UTC,,,
1200,parasympathomimetic,"A substance, or drug, that stimulates the parasympathetic nervous system. It can act either directly by stimulating the nicotinic or muscarinic receptors (thus mimicking acetylcholine), or indirectly by inhibiting cholinesterase, promoting acetylcholine release, or other mechanisms.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:10 UTC,,,
1201,pectinolytic,"An agent that induces hydrolysis of pectins.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:12 UTC,,,
1202,pediculicide,,pediculicide,38706,2012-04-10 10:05:33 UTC,2015-10-29 22:47:15 UTC,,,Substance used to treat lice (genus Pediculus) infestation.
1203,pemphigenic,"An agent that induces formation of fluid-filled blisters on the skin (pemphigoid), an auto-immune disorder.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:12 UTC,,,
1204,percutaneostimulant,"A stimulant that is effective through the skin.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:10 UTC,,,
1205,perfume,,fragrance,48318,2012-04-10 10:05:33 UTC,2015-10-27 17:53:26 UTC,,,"A substance, extract, or preparation for diffusing or imparting an agreeable or attractive smell."
1206,perfumery,,fragrance,48318,2012-04-10 10:05:33 UTC,2015-10-27 17:53:27 UTC,,,"A substance, extract, or preparation for diffusing or imparting an agreeable or attractive smell."
1207,peristaltic,"An agnet that stimulates peristalsis, a series of muscle contractions that occur in the digestive tract that moves food through the digestive system.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:17 UTC,,,
1208,peroxidase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:33 UTC,2015-10-27 17:53:28 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
1209,peroxynitrite scavenger,"An agne that binds to and removes peroxynitrite. An example is uric acid.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:17 UTC,,,
1210,pesticide,,pesticide,25944,2012-04-10 10:05:33 UTC,2015-10-27 17:53:28 UTC,,,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
1211,prostaglandin-E2 inhibitor,,inhibitor,35222,2012-04-10 10:05:33 UTC,2015-10-27 17:53:29 UTC,,,A substance that diminishes the rate of a chemical reaction.
1212,phagocytotic,"Having the ability to engulf a solid or a cell, through phagocytosis, a form of endocytosis involving vascular internalization.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:18 UTC,,,
1213,pheromonal,,pheromone,26013,2012-04-10 10:05:33 UTC,2015-10-27 17:53:29 UTC,,,A semiochemical used in olfactory communication between organisms of the same species eliciting a change in sexual or social behaviour.
1214,pheromone,,pheromone,26013,2012-04-10 10:05:33 UTC,2015-10-27 17:53:30 UTC,,,A semiochemical used in olfactory communication between organisms of the same species eliciting a change in sexual or social behaviour.
1215,phosphodiesterase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:33 UTC,2015-10-27 17:53:30 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
1216,phospholipase-A2 inhibitor,,phospholipase A2 inhibitor,50469,2012-04-10 10:05:33 UTC,2015-10-27 17:53:31 UTC,,,An EC 3.1.1.* (carboxylic ester hydrolase) inhibitor that interferes with the action of phospholipase A2 (EC 3.1.1.4).
1217,phospholipase inhibitor,,enzyme inhibitor,23924,2012-04-10 10:05:33 UTC,2015-10-27 17:53:31 UTC,,,A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction.
1218,photoactive,"Having the ability to respond to light photoelectrically, or to respond to sunlight or ultraviolet radiation by chemical reaction.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:18 UTC,,,
1219,photocarcinogenic,,carcinogenic agent,50903,2012-04-10 10:05:33 UTC,2015-10-27 17:53:32 UTC,,,"A role played by a chemical compound which is known to  induce a process of carcinogenesis  by corrupting  normal cellular pathways, leading to the acquistion of tumoral capabilities."
1220,photodermatitigenic,"An agent, or allergen, which is activated by light to sensitize the allergic response, which causes a rash or other systemic effects upon exposure.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:16 UTC,,,
1221,photosensitizer,"A molecule that produces a chemical change in another molecule in a photochemicalprocess. Photosensitizers are commonly used in polymer chemistry in reactions such as photopolymerization, photocrosslinking, and photodegradation.Photosensitizers generally act by absorbing energy electromagnetic radiation in the form of ultraviolet or visible light and transferring it to adjacent molecules.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:10 UTC,,,
1222,phototoxic,"An agent that renders the skin susceptible to damage (as sunburn or blisters) upon exposure to light and especially ultraviolet light.
",,,2012-04-10 10:05:33 UTC,2015-11-11 02:32:15 UTC,,,
1223,phytoalexin,,phytoalexin,26115,2012-04-10 10:05:34 UTC,2015-10-29 22:47:20 UTC,,,A toxin made by a plant that acts against an organism attacking it.
1224,phytohormonal,,phytohormone,26158,2012-04-10 10:05:34 UTC,2015-10-27 17:53:32 UTC,,,"A plant growth regulator that modulates the formation of stems, leaves and flowers, as well as the development and ripening of fruit. The term includes endogenous and non-endogenous compounds (e.g. active compounds produced by bacteria on the leaf surface) as well as semi-synthetic and fully synthetic compounds."
1225,phytohormone,,phytohormone,26158,2012-04-10 10:05:34 UTC,2015-10-27 17:53:33 UTC,,,"A plant growth regulator that modulates the formation of stems, leaves and flowers, as well as the development and ripening of fruit. The term includes endogenous and non-endogenous compounds (e.g. active compounds produced by bacteria on the leaf surface) as well as semi-synthetic and fully synthetic compounds."
1226,phytotoxic,"An agent poisonous to plants, having a toxic effect on plant growth.
",,,2012-04-10 10:05:34 UTC,2015-11-11 02:32:11 UTC,,,
1227,pigment,,biological pigment,26130,2012-04-10 10:05:34 UTC,2015-10-29 22:47:21 UTC,,,An endogenous molecular entity that results in a colour of an organism as the consequence of the selective absorption of light.
1228,piscicide,"A substance poisonous to fish. The primary use for piscicides is to eliminate a dominant species of fish in a body of water, as the first step in attempting to populate the body of water with a different fish. They are also used to combat parasitic and invasive species of fish.
",,,2012-04-10 10:05:34 UTC,2015-11-11 02:32:10 UTC,,,
1229,pituitary sensitizer,,,,2012-04-10 10:05:34 UTC,2012-04-10 10:05:34 UTC,,,
1230,pituitary stimulant,"An agent that stimulates hormone production by the pituitary gland. Hormones secreted from the pituitary gland help control: growth, blood pressure, certain functions of the sex organs, thyroid glands and metabolism as well as some aspects of pregnancy, childbirth, nursing, water/salt concentration and the kidneys, temperature regulation and pain relief.
",,,2012-04-10 10:05:34 UTC,2015-11-11 02:32:15 UTC,,,
1231,protein kinase C inhibitor,,protein kinase C inhibitor,37700,2012-04-10 10:05:34 UTC,2015-10-27 17:53:34 UTC,,,An EC 2.7.11.* (protein-serine/threonine kinase) inhibitor that interferes with the action of protein kinase C (EC 2.7.11.13).
1232,protein kinase D inhibitor,,protein kinase inhibitor,37699,2012-04-10 10:05:34 UTC,2015-10-27 17:53:34 UTC,,,An EC 2.7.* (P-containing group transferase) inhibitor that interferes with the action of protein kinases.
1233,plasmodicide,"An agent that kills malaria parasites.
",,,2012-04-10 10:05:34 UTC,2015-11-11 02:32:13 UTC,,,
1234,podagragenic,"Pertaining to formation of podagra, painful condition of the big toe, caused by gout.
",,,2012-04-10 10:05:34 UTC,2015-11-11 02:32:18 UTC,,,
1235,poison,,aetiopathogenetic role,52209,2012-04-10 10:05:34 UTC,2015-10-27 17:53:35 UTC,,,A role played by the molecular entity or part thereof which causes the development of a pathological process.
1236,polyamine synthesis inhibitor,,inhibitor,35222,2012-04-10 10:05:34 UTC,2015-10-27 17:53:35 UTC,,,A substance that diminishes the rate of a chemical reaction.
1237,potassium-sparing,"An agent, or diuretic drug, that prevents the secretion of potassium into the urine. It may be used in the treatment of hypertension and management of congestive heart failure.
",,,2012-04-10 10:05:34 UTC,2015-11-11 02:32:16 UTC,,,
1238,poultice,"A soft, moist mass of material, typically of plant material or flour, applied to the body to relieve soreness and inflammation.
",,,2012-04-10 10:05:34 UTC,2015-11-11 02:32:10 UTC,,,
